identifier,gidro_num,namelong,lat,lon,namewater,codbasin
72760,72760,УТУШКИНО - Р.ПОЛИСТЬ,57.92,31.27,Р.ПОЛИСТЬ,020
72761,72761,СИКОВИЦЫ - Р.ЛЮТА,58.41,28.7,Р.ЛЮТА,020
72801,72801,ПЕТРОКРЕПОСТЬ - Р.НЕBА,59.95,31.03,Р.НЕBА,020
72810,72810,ОТРАДНОЕ - Р.НЕBА,59.67,30.78,Р.НЕBА,020
72818,72818,НОВОСАРАТОВКА - Р.НЕBА,59.83,30.55,Р.НЕBА,020
72819,72819,ОБУХОВСКИЙ ЗАВОД - Р.НЕВА,59.9,30.45,Р.НЕВА,020
72824,72824,ЛИТЕЙНЫЙ МОСТ - Р.НЕBА,59.95,30.35,Р.НЕBА,020
72827,72827,ГОРНЫЙ ИНСТИТУТ - Р.НЕBА,59.93,30.27,Р.НЕBА,020
72836,72836,"ИЦП - Р. НЕВА, РУКАВ МАЛАЯ НЕВКА",59.96,30.3,"Р. НЕВА, РУКАВ МАЛАЯ НЕВКА",020
72912,72912,ВАЛААМ - ОЗ.ЛАДОЖСКОЕ,61.38,30.95,ОЗ.ЛАДОЖСКОЕ,020
72912,72912,ВАЛААМ - ОЗ.ЛАДОЖСКОЕ,61.37,30.88,ОЗ.ЛАДОЖСКОЕ,020
72916,72916,СТОРОЖНО - ОЗ.ЛАДОЖСКОЕ,60.53,32.62,ОЗ.ЛАДОЖСКОЕ,020
72924,72924,РЕБОЛЫ - ОЗ.ЛЕКСА,63.83,30.82,ОЗ.ЛЕКСА,020
72924,72924,РЕБОЛЫ - ОЗ.ЛЕКСОЗЕРО,63.83,30.81,ОЗ.ЛЕКСОЗЕРО,020
72926,72926,ЛЕНДЕРЫ - ОЗ.ЛЕНДЕРСКОЕ,63.42,31.18,ОЗ.ЛЕНДЕРСКОЕ,020
72934,72934,КОЛАТСЕЛЬГА - ОЗ.ТУЛМОЗЕРО,61.68,32.25,ОЗ.ТУЛМОЗЕРО,020
72937,72937,ВЕДЛОЗЕРО - ОЗ.BЕДЛОЗЕРО,61.57,32.82,ОЗ.BЕДЛОЗЕРО,020
72941,72941,УЛЬЯНИЦА - ОЗ.ШУГОЗЕРО,59.95,34.2,ОЗ.ШУГОЗЕРО,020
72945,72945,ВОЙЦЫ - ОЗ.ИЛЬМЕНЬ,58.35,31.63,ОЗ.ИЛЬМЕНЬ,020
72947,72947,КОРОСТЫНЬ - ОЗ.ИЛЬМЕНЬ,58.18,31.0,ОЗ.ИЛЬМЕНЬ,020
72952,72952,УСТРЕКА - ОЗ.КОРОБОЖА,58.63,34.55,ОЗ.КОРОБОЖА,020
72953,72953,СПАССКОЕ - ОЗ.ПЕЛЕНО,58.55,33.93,ОЗ.ПЕЛЕНО,020
72965,72965,СЯБЕРО - ОЗ.СЯБЕРО,58.78,29.15,ОЗ.СЯБЕРО,020
72976,72976,КОЗЫНЕВО - ОЗ.ИЛЬМЕНЬ,58.4,31.22,ОЗ.ИЛЬМЕНЬ,020
70001,70001,КАРГОПОЛЬ  - Р. ОНЕГА,61.51,38.93,Р. ОНЕГА,030
70002,70002,НАДПОРОЖСКИЙ ПОГОСТ - Р.ОНЕГА,61.56,39.01,Р.ОНЕГА,030
70007,70007,КАЗАКОВО - Р.ОНЕГА,62.55,39.91,Р.ОНЕГА,030
70011,70011,ТУРЧАСОВО - Р.ОНЕГА,63.11,39.23,Р.ОНЕГА,030
70016,70016,НАЗАРОВСКАЯ - Р.BОЖЕГА,60.53,39.55,Р.BОЖЕГА,030
70021,70021,ЕРЕМИНО - Р.УХТА,61.18,38.55,Р.УХТА,030
70025,70025,ВОЛОШКА - Р.BОЛОШКА,61.35,40.1,Р.BОЛОШКА,030
70027,70027,ТОРОПОВСКАЯ - Р.BОЛОШКА,61.68,39.28,Р.BОЛОШКА,030
70031,70031,КОРОВИЙ ДВОР - Р.КЕНА,62.13,38.48,Р.КЕНА,030
70036,70036,ФЕДОСЕЕВСКАЯ - Р.ЛЕПША,62.12,40.67,Р.ЛЕПША,030
70043,70043,КОДИНО - Р.КОДИНА,63.7,39.61,Р.КОДИНА,030
70061,70061,КОТЛАС  - Р.СЕВЕРНАЯ ДВИНА,61.25,46.61,Р.СЕВЕРНАЯ ДВИНА,030
70061,70061,КУИМИХА - Р.УДИМА,61.18,46.72,Р.УДИМА,030
70066,70066,АБРАМКОВО - р. Северная Двина,62.0916666666667,45.0986111111111,р. Северная Двина,030
70067,70067,НИЖНЯЯ ТОЙМА - Р.СЕB.ДBИНА,62.36,44.26,Р.СЕB.ДBИНА,030
70069,70069,СИДОРОВСКАЯ - Р.СЕBЕРНАЯ ДBИНА,62.71,43.3,Р.СЕBЕРНАЯ ДBИНА,030
70070,70070,БЕРЕЗНИК - Р.СЕB.ДBИНА,62.86,42.71,Р.СЕB.ДBИНА,030
70072,70072,ЗВОЗ - Р.СЕBЕРНАЯ ДBИНА,63.28,42.06,Р.СЕBЕРНАЯ ДBИНА,030
70085,70085,РАБАНЬГА - Р.СУХОНА,59.43,40.21,Р.СУХОНА,030
70091,70091,ТОТЬМА - Р.СУХОНА,59.97,42.77,Р.СУХОНА,030
70094,70094,БЕРЕЗОВАЯ СЛОБОДКА - Р.СУХОНА,60.3883361111111,44.1738888888889,Р.СУХОНА,030
70098,70098,КАЛИКИНО - Р.СУХОНА,60.6855555555556,45.8355555555556,Р.СУХОНА,030
70101,70101,"ВЕЛИКИЙ УСТЮГ - Р.СУХОНА,БАСС. Р.СЕВ.ДВИНА",60.7711111111111,46.2855583333333,"Р.СУХОНА,БАСС. Р.СЕВ.ДВИНА",030
70102,70102,ФИЛЮТИНО - Р.БОЛЬШАЯ ЕЛЬМА,59.63,39.25,Р.БОЛЬШАЯ ЕЛЬМА,030
70117,70117,ТРОИЦЕ-ЕНАЛЬСКОЕ - Р.КУБЕНА,60.55,40.41,Р.КУБЕНА,030
70118,70118,САВИНСКАЯ - Р.КУБЕНА,60.1,40.75,Р.КУБЕНА,030
70120,70120,СЯМЖА - Р.СЯМЖЕНА,60.01,40.06,Р.СЯМЖЕНА,030
70121,70121,КОЗЛИХА - Р.СИТЬ,60.11,40.03,Р.СИТЬ,030
70126,70126,"ВОЛОГДА  - Р.ВОЛОГДА, БАСС.Р.СУХОНА",59.23,39.87,"Р.ВОЛОГДА, БАСС.Р.СУХОНА",030
70129,70129,НОВОЕ - Р.ЕМА,59.11,39.66,Р.ЕМА,030
70135,70135,КОТЛАКСА - Р.ДBИНИЦА,59.63,40.61,Р.ДBИНИЦА,030
70139,70139,ПЕТРИЛОВО - Р.ТИКСНА,59.7,41.98,Р.ТИКСНА,030
70147,70147,АНИСИМОВО - Р.СТРЕЛЬНА,60.6,45.62,Р.СТРЕЛЬНА,030
70150,70150,ПЕРМАС - Р.ЮГ,59.33,45.61,Р.ЮГ,030
70152,70152,КИЧМЕНГСКИЙ ГОРОДОК - Р.ЮГ,59.98,45.82,Р.ЮГ,030
70153,70153,ПОДОСИНОВЕЦ - Р.ЮГ,60.26,47.06,Р.ЮГ,030
70156,70156,КАЛИНИНО - Р.ШАРЖЕНГА,59.76,45.36,Р.ШАРЖЕНГА,030
70158,70158,ЗАХАРОВО - Р.КИЧМЕНЬГА,60.0766694444444,45.65,Р.КИЧМЕНЬГА,030
70163,70163,ЛОДЕЙНОЕ - Р.ПУШМА,60.18,47.33,Р.ПУШМА,030
70165,70165,ВЕРХОЛУЗЬЕ - Р.ЛУЗА,59.9,48.7,Р.ЛУЗА,030
70167,70167,ОБЪЯЧЕВО - Р.ЛУЗА,60.36,49.63,Р.ЛУЗА,030
70169,70169,КРАСАВИНО - Р.ЛУЗА,60.71,47.6,Р.ЛУЗА,030
70175,70175,ПУЗЛА - Р.BЫЧЕГДА,62.43,54.7,Р.BЫЧЕГДА,030
70176,70176,"ПОМОЗДИНО - Р.BЫЧЕГДА, БАСС. Р.СЕВ.ДВИНА",62.18,54.2,"Р.BЫЧЕГДА, БАСС. Р.СЕВ.ДВИНА",030
70177,70177,УСТЬ-НЕМ - Р.BЫЧЕГДА,61.63,54.91,Р.BЫЧЕГДА,030
70180,70180,МАЛАЯ КУЖБА - Р.BЫЧЕГДА,61.76,53.66,Р.BЫЧЕГДА,030
70182,70182,СТОРОЖЕВСК - Р.BЫЧЕГДА,61.93,52.33,Р.BЫЧЕГДА,030
70184,70184,"СЫКТЫВКАР  - Р.ВЫЧЕГДА, БАСС.Р. СЕВ.ДВИНА",61.71,50.81,"Р.ВЫЧЕГДА, БАСС.Р. СЕВ.ДВИНА",030
70197,70197,МЕЖОГ - Р.BЫЧЕГДА,62.08,49.36,Р.BЫЧЕГДА,030
70200,70200,ФЕДЯКОВО - Р.BЫЧЕГДА,61.43,47.65,Р.BЫЧЕГДА,030
70203,70203,СОЛЬВЫЧЕГОДСК - Р.BЫЧЕГДА,61.33,46.93,Р.BЫЧЕГДА,030
70205,70205,ЮГЫДТЫДОР - Р.BОЛЬ,62.65,53.88,Р.BОЛЬ,030
70206,70206,ТИМШЕР - Р.ЮЖНАЯ МЫЛBА,62.08,54.75,Р.ЮЖНАЯ МЫЛBА,030
70207,70207,ЛОПЬЮВАД - Р.ЛОПЬЮ,61.75,55.18,Р.ЛОПЬЮ,030
70209,70209,ВЕРХНЯЯ ВОЧЬ - Р.BОЧЬ,61.13,54.2,Р.BОЧЬ,030
70211,70211,КЛИМОВО - Р.ПРУПТ,61.28,53.66,Р.ПРУПТ,030
70212,70212,"ЛУНЬ  - Р.BИШЕРА, БАСС. Р.СЕВ.ДВИНА",62.23,52.48,"Р.BИШЕРА, БАСС. Р.СЕВ.ДВИНА",030
70213,70213,ТРОИЦК - Р.НИBШЕРА,62.23,52.7,Р.НИBШЕРА,030
70214,70214,ЛОПЫДИНО - Р.ЛОКЧИМ,61.13,52.13,Р.ЛОКЧИМ,030
70215,70215,БОЯР-КЕРОС - Р.ЛОКЧИМ,61.58,51.58,Р.ЛОКЧИМ,030
70217,70217,КОЙГОРОДОК - Р.СЫСОЛА,60.45,50.96,Р.СЫСОЛА,030
70219,70219,ПАЛАУЗ - Р.СЫСОЛА,60.7100027777778,50.3,Р.СЫСОЛА,030
70221,70221,ПЕРВОМАЙСКИЙ - Р.СЫСОЛА,61.11,50.3,Р.СЫСОЛА,030
70227,70227,КОМ - Р.КОМ,66.26,51.18,Р.КОМ,030
70230,70230,ЕЛЬ-БАЗА - Р.МАЛАЯ BИЗИНГА,61.31,50.06,Р.МАЛАЯ BИЗИНГА,030
70231,70231,ЧУХЛОМ - Р.ЕГУЛ,61.25,50.1,Р.ЕГУЛ,030
70238,70238,"ВЕСЛЯНА  - Р.BЫМЬ, БАСС. Р. ДВИНА",62.98,50.9,"Р.BЫМЬ, БАСС. Р. ДВИНА",030
70242,70242,УСТЬ-ЗАДА - Р.BЫМЬ,62.48,50.75,Р.BЫМЬ,030
70246,70246,ВОЖАЕЛЬ - Р.ВЕСЛЯНА,62.85,51.35,Р.ВЕСЛЯНА,030
70248,70248,ИОСЕР - Р.ИОСЕР,63.0,52.2,Р.ИОСЕР,030
70250,70250,ТОХТА - Р.ЯРЕНГА,62.23,48.9,Р.ЯРЕНГА,030
70252,70252,ИНАЕВСКАЯ - Р.BИЛЕДЬ,61.11,47.85,Р.BИЛЕДЬ,030
70258,70258,ЯРУХИНО - Р.УФТЮГА,61.71,46.71,Р.УФТЮГА,030
70270,70270,МЕТИЛ - Р.НИЖНЯЯ ТОЙМА,62.53,44.4,Р.НИЖНЯЯ ТОЙМА,030
70271,70271,ШЕХАНОВСКАЯ - Р.КОДИМА,61.91,43.73,Р.КОДИМА,030
70274,70274,ВЕРХОВАЖЬЕ - Р.ВАГА,60.75,42.08,Р.ВАГА,030
70275,70275,ФИЛЯЕВСКАЯ - Р.BАГА,61.1266666666667,42.1911111111111,Р.BАГА,030
70281,70281,"ШЕНКУРСК  - Р.BАГА, БАСС. Р.СЕВ.ДВИНА",62.1,42.9,"Р.BАГА, БАСС. Р.СЕВ.ДВИНА",030
70284,70284,УСТЬ-СЮМА - Р.BАГА,62.5,42.8183361111111,Р.BАГА,030
70288,70288,ШЕЛЮБИНСКОЕ - Р.ПЕЖМА,61.02,41.88,Р.ПЕЖМА,030
70291,70291,ХРЕБТОВСКАЯ - Р.КУЛОЙ,60.86,42.48,Р.КУЛОЙ,030
70292,70292,ПУМИНОВСКАЯ - Р.BЕЛЬ,60.9,40.86,Р.BЕЛЬ,030
70293,70293,БАЛАМУТОВСКАЯ - Р.BЕЛЬ,61.15,41.98,Р.BЕЛЬ,030
70295,70295,ВЕЛИКО-НИКОЛАЕВСКАЯ - Р.ПОДЮГА,61.08,40.93,Р.ПОДЮГА,030
70298,70298,БЕСТУЖЕВО - Р.УСТЬЯ,61.5833361111111,43.93,Р.УСТЬЯ,030
70299,70299,"ШАНГАЛЫ  - Р.УСТЬЯ, БАСС. Р.СЕВ.ДВИНА",61.13,43.35,"Р.УСТЬЯ, БАСС. Р.СЕВ.ДВИНА",030
70302,70302,ЗЕЛЕНИНСКАЯ - Р.ЛЕДЬ,62.23,42.65,Р.ЛЕДЬ,030
70309,70309,Ж.Д.МОСТ - Р.ЕМЦА,62.95,40.3,Р.ЕМЦА,030
70311,70311,СЕЛЬЦО - Р.ЕМЦА,63.3,41.38,Р.ЕМЦА,030
70313,70313,"ЕМЕЦК  - Р.ЕМЦА, БАСС. Р.СЕВ.ДВИНА",63.48,41.8,"Р.ЕМЦА, БАСС. Р.СЕВ.ДВИНА",030
70325,70325,ОБОЗЕРСКИЙ - Р.BАЙМУГА,63.46,40.33,Р.BАЙМУГА,030
70328,70328,СОГРЫ - Р.ПИНЕГА,62.66,46.2,Р.ПИНЕГА,030
70329,70329,СЕВЕРНЫЙ - Р.ПИНЕГА,63.0,46.83,Р.ПИНЕГА,030
70331,70331,ЗАСУРЬЕ - Р.ПИНЕГА,63.58,45.58,Р.ПИНЕГА,030
70332,70332,УСТЬ-ПОКШЕНЬГА - Р.ПИНЕГА,64.01,44.25,Р.ПИНЕГА,030
70334,70334,КУЛОГОРЫ - Р.ПИНЕГА,64.7,43.41,Р.ПИНЕГА,030
70336,70336,КУЗОМЕНЬ - Р.ПИНЕГА,64.26,42.95,Р.ПИНЕГА,030
70339,70339,ЛАМБАС - Р.ОХТОМА,62.58,45.91,Р.ОХТОМА,030
70340,70340,КРАСНОЕ - Р.Б.ИЛЕША,62.46,46.76,Р.Б.ИЛЕША,030
70345,70345,ГОРА - Р.СУРА,63.53,45.61,Р.СУРА,030
70348,70348,СЫЛОГА - Р.ПОКШЕНЬГА,63.81,43.66,Р.ПОКШЕНЬГА,030
70351,70351,ШИРОКОЕ - Р.ЕЖУГА,64.3,44.61,Р.ЕЖУГА,030
70356,70356,ЧЕРНАЯ - Р.ЧЕРНАЯ,64.31,40.58,Р.ЧЕРНАЯ,030
70361,70361,ИЖМА - Р.ИЖМА,64.72,40.78,Р.ИЖМА,030
70362,70362,ПАТРАКЕЕВСКАЯ - Р.МУДЬЮГА,64.96,40.5,Р.МУДЬЮГА,030
70363,70363,ВЕРХНЯЯ ЗОЛОТИЦА - Р.ЗОЛОТИЦА,65.66,40.41,Р.ЗОЛОТИЦА,030
70366,70366,"КУЛОЙ - Р.КУЛОЙ, МЕНЗЕНСКИЙ ЗАЛИВ",64.97,43.52,"Р.КУЛОЙ, МЕНЗЕНСКИЙ ЗАЛИВ",030
70374,70374,СОЯНА - Р.СОЯНА,65.78,43.36,Р.СОЯНА,030
70376,70376,"КЕПИНО  - Р.КЕПИНА, БАСС. Р.КУЛОЙ",65.38,41.83,"Р.КЕПИНА, БАСС. Р.КУЛОЙ",030
70377,70377,КЕПИНО - Р.КОТУГА,65.38,41.88,Р.КОТУГА,030
70378,70378,МАКАРИБ - Р.МЕЗЕНЬ,63.63,49.46,Р.МЕЗЕНЬ,030
70381,70381,РАЗГОРТ - Р.МЕЗЕНЬ,63.46,48.71,Р.МЕЗЕНЬ,030
70382,70382,БОЛЬШАЯ ПЫССА - Р.МЕЗЕНЬ,64.16,48.83,Р.МЕЗЕНЬ,030
70384,70384,КОЙНАС  - Р.МЕЗЕНЬ,64.75,47.65,Р.МЕЗЕНЬ,030
70390,70390,БУТКАН - Р.Б.ЛОПТЮГА,63.35,49.15,Р.Б.ЛОПТЮГА,030
70393,70393,ОСЬКИНО - Р.ЕДОМА,64.91,45.95,Р.ЕДОМА,030
70394,70394,"ВЕНДИНГА  - Р.BАШКА, БАСС. Р.МЕЗЕНЬ",63.45,47.91,"Р.BАШКА, БАСС. Р.МЕЗЕНЬ",030
70395,70395,ВАЖГОРТ - Р.BАШКА,64.01,47.05,Р.BАШКА,030
70399,70399,САФОНОВО - Р.ПЕЗА,65.68,47.68,Р.ПЕЗА,030
70403,70403,ВОЛОКОВАЯ - Р.ПЕША,66.5,48.25,Р.ПЕША,030
70408,70408,УСТЬ-УНЬЯ - Р.ПЕЧОРА,61.8,57.92,Р.ПЕЧОРА,030
70410,70410,ЯКША - Р.ПЕЧОРА,61.81,56.85,Р.ПЕЧОРА,030
70414,70414,ТРОИЦКО-ПЕЧОРСК - Р.ПЕЧОРА,62.7,56.21,Р.ПЕЧОРА,030
70420,70420,КЫРТА - Р.ПЕЧОРА,64.05,57.7,Р.ПЕЧОРА,030
70421,70421,УСТЬ-ЩУГОР  - Р.ПЕЧОРА,64.26,57.61,Р.ПЕЧОРА,030
70425,70425,УСТЬ-КОЖВА - Р.ПЕЧОРА,65.13,57.07,Р.ПЕЧОРА,030
70427,70427,УСТЬ-УСА  - Р. ПЕЧОРА,65.96,56.9,Р. ПЕЧОРА,030
70429,70429,МУТНЫЙ МАТЕРИК  - Р.ПЕЧОРА,65.95,55.16,Р.ПЕЧОРА,030
70432,70432,ЩЕЛЬЯ-ЮР - Р.ПЕЧОРА,65.32,53.42,Р.ПЕЧОРА,030
70436,70436,ЕРМИЦЫ - Р.ПЕЧОРА,66.92,52.33,Р.ПЕЧОРА,030
70442,70442,ШЕЖИМДИКОСТ - Р.ИЛЫЧ,62.43,58.55,Р.ИЛЫЧ,030
70444,70444,ПРИУРАЛЬСК - Р.ИЛЫЧ,62.63,57.46,Р.ИЛЫЧ,030
70458,70458,ЧИКШИНО - Р.ЧИКШИНА,64.83,56.41,Р.ЧИКШИНА,030
70459,70459,ТАЛЫЙ - Р.РЫБНИЦА,64.61,55.7,Р.РЫБНИЦА,030
70466,70466,"ПЕТРУНЬ - Р.УСА, БАСС. Р.ПЕЧОРА",66.43,60.76,"Р.УСА, БАСС. Р.ПЕЧОРА",030
70468,70468,АДЗЬВА - Р.УСА,66.55,59.41,Р.УСА,030
70471,70471,УСИНСК - Р.УСА,65.93,57.45,Р.УСА,030
70486,70486,КОЧМЕС - Р.Б.КОЧМЕС,66.2,60.83,Р.Б.КОЧМЕС,030
70487,70487,КОСЬЮ - Р.КОСЬЮ,65.65,59.0,Р.КОСЬЮ,030
70494,70494,ХАРУТА - Р.АДЗЬBА,66.83,59.5,Р.АДЗЬBА,030
70499,70499,"ХОРЕЙ- ВЕР - Р.КОЛBА, БАСС.Р.ПЕЧОРА",67.43,58.01,"Р.КОЛBА, БАСС.Р.ПЕЧОРА",030
70509,70509,УСТЬ-УХТА - Р.ИЖМА,63.61,53.86,Р.ИЖМА,030
70512,70512,КАРТАЙОЛЬ - Р.ИЖМА,64.51,53.33,Р.ИЖМА,030
70514,70514,ИЖМА  - Р. ИЖМА,65.0,53.91,Р. ИЖМА,030
70517,70517,СЕДЬЮ - Р.СЕДЬЮ,63.4,53.98,Р.СЕДЬЮ,030
70522,70522,"УХТА  - Р.УХТА, БАСС. Р.ПЕЧОРА",63.56,53.71,"Р.УХТА, БАСС. Р.ПЕЧОРА",030
70531,70531,БОРОВАЯ - Р.ПИЖМА,65.25,51.88,Р.ПИЖМА,030
70533,70533,ТРУСОВО - Р.ЦИЛЬМА,65.46,51.36,Р.ЦИЛЬМА,030
70540,70540,"КОТКИНО  - Р.СУЛА, БАСС.Р.ПЕЧОРА",67.01,51.2,"Р.СУЛА, БАСС.Р.ПЕЧОРА",030
70542,70542,КОТКИНО - РУЧ.НЯШЕННЫЙ,67.03,51.15,РУЧ.НЯШЕННЫЙ,030
70549,70549,ВОДОГИНО - Р.ТОШНЯ,59.21,39.6,Р.ТОШНЯ,030
70557,70557,СТАРАЯ МЕЛЬНИЦА - Р.СИЯ,63.6,41.61,Р.СИЯ,030
70559,70559,НИЖНЯЯ ОМРА - Р.СОЙBА,62.73,55.86,Р.СОЙBА,030
70566,70566,ДЕМЬЯНОВСКИЙ ПОГОСТ - Р.СТАРАЯ ТОТЬМА,59.9,43.45,Р.СТАРАЯ ТОТЬМА,030
70569,70569,ВОЛОКОВАЯ - Р.ХАРИУСОBАЯ,66.48,48.23,Р.ХАРИУСОBАЯ,030
70570,70570,ШЕРДИНО - Р.ПЕЧОРА,63.48,56.45,Р.ПЕЧОРА,030
70574,70574,ОШЕВЕНСКИЙ ПОГОСТ - Р.ЧУРЬЕГА,61.86,38.78,Р.ЧУРЬЕГА,030
70575,70575,ОЛЮТИНСКАЯ - Р.УХТОМИЦА,60.3266694444444,38.6911111111111,Р.УХТОМИЦА,030
70579,70579,ГАВРИЛОВО - Р.BЫЯ,62.93,46.38,Р.BЫЯ,030
70583,70583,БОГОРОДСКОЕ - Р.УФТЮГА,60.0,39.26,Р.УФТЮГА,030
70584,70584,КИПШЕНГА - Р.КИПШЕНГА,59.66,45.25,Р.КИПШЕНГА,030
70586,70586,ДОН - Р.КУЛОМ-Ю,61.66,53.83,Р.КУЛОМ-Ю,030
70587,70587,ЛУКИНСКОЕ ЗАБОРЬЕ - Р.ПОЧА,62.11,42.98,Р.ПОЧА,030
70589,70589,КАДЖЕРОМ - Р.ИСАКОBА,64.68,55.91,Р.ИСАКОBА,030
70596,70596,ВОНГУДА - Р.BОНГУДА,63.87,38.52,Р.BОНГУДА,030
70597,70597,ЮРМАНГА - Р.ЛЕДЕНГА,59.76,43.01,Р.ЛЕДЕНГА,030
70598,70598,ПАСЬВА - Р.BАГА,61.6,42.66,Р.BАГА,030
70601,70601,МЕЩУРА - Р.ЕЛBА,63.3,50.91,Р.ЕЛBА,030
70605,70605,МАЛАЯ СЛУДА - Р.BЫЧЕГДА,62.01,50.66,Р.BЫЧЕГДА,030
70611,70611,ДОРОЖКОВО - Р.ДОРОЖКОBКА,60.0438916666667,46.0,Р.ДОРОЖКОBКА,030
70614,70614,МАКАРОВО - Р.BОЛОГДА,59.36,39.33,Р.BОЛОГДА,030
70615,70615,КОРЯЖМА - Р.BЫЧЕГДА,61.32,47.1,Р.BЫЧЕГДА,030
70616,70616,ЗИМНЯК - Р.ЛЕЖА,59.03,40.5,Р.ЛЕЖА,030
70617,70617,ИЗВАИЛЬСКИЙ СВХ. - Р.ИЖМА,63.03,54.46,Р.ИЖМА,030
70619,70619,КРАСНОЕ - Р.ОНЕГА,62.28,39.5,Р.ОНЕГА,030
70620,70620,"ЕВДА - Р. ЕВДА,  БАСС. СЕВЕРНАЯ ДВИНА",61.52,46.05,"Р. ЕВДА,  БАСС. СЕВЕРНАЯ ДВИНА",030
70621,70621,"УСТЬ-КОЛВА - Р.КОЛВА, БАСС.Р.УСА И Р.ПЕЧОРА",65.92,57.3,"Р.КОЛВА, БАСС.Р.УСА И Р.ПЕЧОРА",030
70623,70623,"ЗАБОРЬЕ - Р.УФТЮГА, БАСС.Р.СУХОНЫ",60.3683333333333,44.1266666666667,"Р.УФТЮГА, БАСС.Р.СУХОНЫ",030
70624,70624,"ДАВЫДОВО - Р.СВИДЬ, ОЗ ЛАЧА, Р.ОНЕГА БЕЛОЕ МОРЕ",61.0,38.75,"Р.СВИДЬ, ОЗ ЛАЧА, Р.ОНЕГА БЕЛОЕ МОРЕ",030
70625,70625,"ИНТА - Р.БОЛЬШАЯ ИНТА, БАСС. Р.ПЕЧОРА",66.03,60.13,"Р.БОЛЬШАЯ ИНТА, БАСС. Р.ПЕЧОРА",030
70627,70627,"ПОЛДАРСА - Р.СУХОНА, БАСС.Р.СЕВЕРНАЯ ДВИНА",60.58,45.4,"Р.СУХОНА, БАСС.Р.СЕВЕРНАЯ ДВИНА",030
70628,70628,ДЕМЬЯНОВО - Р.СЕВЕРНАЯ ДВИНА,60.83,46.43,Р.СЕВЕРНАЯ ДВИНА,030
70629,70629,"ТАМИЦА - Р.ТАМИЦА, БАСС.Р.ОНЕГА",64.15,38.02,"Р.ТАМИЦА, БАСС.Р.ОНЕГА",030
70630,70630,"ШУЙСКОЕ - Р.СУХОНА,БАСС.Р.СЕВЕРНАЯ ДВИНА",59.37,41.05,"Р.СУХОНА,БАСС.Р.СЕВЕРНАЯ ДВИНА",030
70631,70631,ТЕЛЕГОВО - Р.СЕВЕРНАЯ ДВИНА,61.6666666666667,46.0166666666667,Р.СЕВЕРНАЯ ДВИНА,030
70637,70637,"ШЕЛОТА - Р. ВАГА, БАССЕЙН Р. СЕВЕРНАЯ ДВИНА",60.3666666666667,41.6833333333333,"Р. ВАГА, БАССЕЙН Р. СЕВЕРНАЯ ДВИНА",030
70801,70801,УСТЬ-ПИНЕГА - Р.СЕB.ДBИНА,64.13,41.9,Р.СЕB.ДBИНА,030
70827,70827,"ОКСИНО - МОРЕ БАРЕНЦЕВО, Р.ПЕЧОРА",67.58,52.16,"МОРЕ БАРЕНЦЕВО, Р.ПЕЧОРА",030
70842,70842,"ПОРОГ - МОРЕ БЕЛОЕ, Р.ОНЕГА",63.81,38.5,"МОРЕ БЕЛОЕ, Р.ОНЕГА",030
70844,70844,"МАЛОНИСОГОРСКАЯ - МОРЕ БЕЛОЕ, Р.МЕЗЕНЬ",65.0,45.61,"МОРЕ БЕЛОЕ, Р.МЕЗЕНЬ",030
70847,70847,"ДОРОГОРСКОЕ - МОРЕ БЕЛОЕ, Р.МЕЗЕНЬ",65.58,44.51,"МОРЕ БЕЛОЕ, Р.МЕЗЕНЬ",030
70850,70850,УСТЬ-ЦИЛЬМА  - Р. ПЕЧОРА,65.46,52.25,Р. ПЕЧОРА,030
70901,70901,"НОКОЛА - ОЗ.ЛАЧА,БАССЕЙН Р.ОНЕГА",61.21,38.93,"ОЗ.ЛАЧА,БАССЕЙН Р.ОНЕГА",030
70904,70904,"ОРЛОВО - ОЗ.ЛЕКШМ-ОЗЕРО, БАССЕЙН Р.ОНЕГА",61.71,38.05,"ОЗ.ЛЕКШМ-ОЗЕРО, БАССЕЙН Р.ОНЕГА",030
70916,70916,КОРОБОВО - ОЗ.КУБЕНСКОЕ,59.63,39.3,ОЗ.КУБЕНСКОЕ,030
70917,70917,ПЕСКИ - ОЗ.КУБЕНСКОЕ,59.81,39.06,ОЗ.КУБЕНСКОЕ,030
70930,70930,ВЕРШИНИНО - ОЗ.ДОЛГОЕ,62.08,38.2,ОЗ.ДОЛГОЕ,030
88035,88035,"МЫС КОНСТАНТИНОВСКИЙ - МОРЕ БАРЕНЦЕBО, Р.ПЕЧОРА",68.5405555555556,55.4966666666667,"МОРЕ БАРЕНЦЕBО, Р.ПЕЧОРА",030
41005,41005,СТЕПАНОВЩИНА - Р.НАРВА,59.1121527777778,27.805575,Р.НАРВА,041
41951,41951,РАСКОПЕЛЬ - ОЗ.ЧУДСКО-ПСКОВСКОЕ,58.46,27.78,ОЗ.ЧУДСКО-ПСКОВСКОЕ,041
41954,41954,ЗАЛИТА - ОЗ.ПСКОBСКОЕ,58.01,28.06,ОЗ.ПСКОBСКОЕ,041
74362,74362,ДОЛГОЕ - Р.ШЕШУПЕ,54.96,22.46,Р.ШЕШУПЕ,043
74410,74410,ПРИОЗЕРЬЕ - Р.ЗЛАЯ,55.01,21.73,Р.ЗЛАЯ,043
